,Vatom,cAlGa,cAlIn,cAlO,cGaAl,cGaIn,cGaO,cInAl,cInGa,cInO,distAlGa,distAlIn,distAlO,distGaAl,distGaIn,distGaO,distInAl,distInGa,distInO,elInt,qAl,qGa,qIn,qO,xEq
12,11.629613715791056,1.5000000000000002,3.750000000000001,4.375000000000001,1.2000000000000002,0.9,1.5,2.1428571428571432,0.6428571428571429,3.5000000000000004,3.625,3.625,2.1750000000000003,3.625,3.325,2.025,3.625,3.325,2.025,-37.80306331105747,0.3415418598152636,0.323424704299469,0.3748320931033789,-0.23362981718675216,4.861373072869774
13,10.339287209139052,2.1428571428571432,0.0,3.285714285714286,1.6666666666666663,0.0,2.3333333333333335,0.0,0.0,0.0,3.375,0.025,2.025,3.375,0.025,2.025,0.025,0.025,2.025,-33.159007978703464,0.3493679553341419,0.3355367978484695,,-0.2277252861656339,4.929350018454338
14,13.134711782480395,1.0,3.0000000000000004,2.0,0.3333333333333333,3.0000000000000004,4.000000000000002,0.10714285714285715,0.32142857142857145,4.428571428571429,3.875,3.375,2.225,3.875,3.375,2.1750000000000003,3.375,3.375,2.1750000000000003,-36.99791286753824,0.29511478358386145,0.3130181167802275,0.36170265865620926,-0.23670507450621692,4.784436724888119
15,9.484687108090114,0.26666666666666666,0.13333333333333333,3.3000000000000003,8.000000000000002,1.0000000000000002,6.000000000000002,4.000000000000001,1.0000000000000002,3.000000000000001,3.4250000000000003,3.4250000000000003,2.025,3.4250000000000003,3.075,2.025,3.4250000000000003,3.075,2.025,-39.18838944223277,0.3449456839968254,0.3623513086947107,0.382471922783422,-0.23110820315381034,4.899294292067256
16,11.16761510837637,1.5000000000000007,1.8750000000000009,4.125,1.0000000000000004,1.1666666666666672,4.166666666666667,1.2500000000000004,1.1666666666666672,4.583333333333333,3.1750000000000003,3.1750000000000003,2.075,3.1750000000000003,3.1750000000000003,2.075,3.1750000000000003,3.1750000000000003,2.075,-37.81458075858146,0.3314341342745908,0.3373652782337126,0.3732766124196299,-0.2328994950424342,4.83603758050853
17,10.521419091806356,1.285714285714286,0.9285714285714288,4.571428571428572,1.8000000000000007,0.8000000000000004,4.400000000000001,1.6250000000000007,1.0000000000000004,3.7500000000000004,3.125,3.125,2.025,3.125,3.125,2.025,3.125,3.125,2.025,-38.13812347656027,0.3453100627552293,0.3353298190976452,0.36910388898773666,-0.23209312878024058,4.843259846720988
18,11.223037701944785,0.058823529411764705,2.470588235294118,3.3529411764705883,0.9999999999999999,0.9999999999999999,3.0000000000000004,3.000000000000001,0.07142857142857144,2.642857142857144,3.2750000000000004,3.575,2.1750000000000003,3.2750000000000004,3.2750000000000004,1.975,3.575,3.2750000000000004,1.975,-38.322012172685284,0.3320112467164157,0.3555513646736384,0.3736907651321908,-0.23398777647298696,4.858728119859188
19,11.883288038275753,1.2500000000000002,1.2500000000000002,3.0000000000000004,1.1111111111111114,2.6666666666666674,2.8888888888888897,0.6666666666666669,1.6000000000000003,2.8000000000000007,3.325,3.1750000000000003,2.075,3.325,3.725,1.875,3.1750000000000003,3.725,1.875,-41.41848180768803,0.33940630007669426,0.336724605666968,0.37166825075529847,-0.23584990860303626,4.863266210149231
20,11.005806225311511,0.0,0.0,0.0,0.0,0.21428571428571433,2.428571428571429,0.0,1.5,2.0000000000000004,0.025,0.025,0.025,0.025,3.075,1.925,0.025,3.075,1.925,-37.63272380561915,,0.340300952296932,0.3892532462448301,-0.23094665936027936,4.9003233807374444
21,10.17861630582476,1.7368421052631586,0.6842105263157897,3.0000000000000004,3.666666666666667,0.22222222222222224,2.4444444444444446,3.2500000000000013,0.5000000000000001,3.2500000000000013,3.375,3.225,2.025,3.375,3.075,1.875,3.225,3.075,1.875,-40.927052350767276,0.34350348979565315,0.3443016992942527,0.38629913570804175,-0.2327182946374552,4.883120691717691
22,11.497544025858193,0.6363636363636367,2.5454545454545467,2.6363636363636376,0.7777777777777779,2.0,2.666666666666667,2.3333333333333335,1.5000000000000004,3.2500000000000004,3.125,3.625,1.875,3.125,3.625,1.875,3.625,3.625,1.875,-41.81635074436303,0.33806532099485054,0.33648588014061026,0.37872723103837647,-0.23524621301394508,4.874972693841939
23,10.061779508445326,0.6250000000000001,0.5833333333333336,2.7916666666666674,5.000000000000001,0.33333333333333337,3.0000000000000004,2.8000000000000007,0.2,3.6000000000000005,3.225,3.225,1.875,3.225,2.975,2.025,3.225,2.975,2.025,-41.177040588732254,0.3455438824914334,0.33570964326773983,0.3785676833323689,-0.23318792763040572,4.877936599483688
24,10.513555698205277,3.1818181818181825,0.0,2.545454545454546,1.6666666666666667,0.0,2.285714285714286,0.0,0.0,0.0,3.475,0.025,1.8250000000000002,3.475,0.025,1.925,0.025,0.025,1.925,-41.530176553623136,0.3495753659414907,0.34701475975832696,,-0.23192997875585952,4.9150638272829505
25,13.035480206714386,0.0,0.0,0.0,0.0,4.000000000000001,1.5000000000000002,0.0,1.3333333333333333,1.0000000000000002,0.025,0.025,0.025,0.025,3.875,1.925,0.025,3.875,1.925,-41.12865772831446,,0.3267446266674985,0.36700813315904873,-0.23796150435744065,4.8383615798238075
26,12.03092789518306,1.0000000000000002,2.333333333333334,3.4444444444444446,1.8000000000000003,2.0000000000000004,4.2,1.166666666666667,0.5555555555555556,3.444444444444444,3.5250000000000004,3.5250000000000004,1.975,3.5250000000000004,3.4250000000000003,1.925,3.5250000000000004,3.4250000000000003,1.925,-39.600853967153945,0.3311813316849974,0.34067016917046955,0.3683566276701574,-0.23571671102250327,4.838769118973348
27,10.960240312817541,1.666666666666667,1.0000000000000002,4.000000000000001,1.2500000000000002,0.5,3.000000000000001,0.6000000000000001,0.4,3.200000000000001,3.825,3.075,2.125,3.825,2.875,2.125,3.075,2.875,2.125,-34.54028271276708,0.3402998462116111,0.3307837321746619,0.3666764266490505,-0.23207870003215192,4.883201563906877
28,12.239694719317786,0.0,0.0,0.0,0.0,2.6153846153846154,3.4615384615384617,0.0,1.789473684210526,3.0000000000000004,0.025,0.025,0.025,0.025,3.2750000000000004,2.125,0.025,3.2750000000000004,2.125,-36.83950856360401,,0.3339210688055163,0.36329293337763996,-0.2342404089301432,4.813617424437607
29,11.096389846130073,0.7500000000000002,2.5000000000000004,4.500000000000001,1.5000000000000004,1.0,3.000000000000001,1.6666666666666665,0.33333333333333326,2.6666666666666665,3.825,3.825,2.1750000000000003,3.825,2.875,2.1750000000000003,3.825,2.875,2.1750000000000003,-34.41120898606969,0.34273854162693895,0.32552616023819647,0.3614295925640594,-0.23281022457602843,4.873525846740321
30,12.825253391453018,0.33333333333333326,2.3333333333333335,1.6666666666666665,1.0,3.0000000000000004,1.0,0.5833333333333334,0.25000000000000006,3.5833333333333326,6.775,3.625,2.125,6.775,3.625,2.025,3.625,3.625,2.025,-37.56056660125872,0.319621179806018,0.3163440328785268,0.3664022803344735,-0.2363347890129274,4.832883909039923
31,11.204978189294604,1.25,0.7500000000000002,2.8333333333333335,1.3636363636363638,1.8181818181818186,2.181818181818182,1.0000000000000002,2.2222222222222228,3.0000000000000004,3.325,3.125,2.025,3.325,3.575,1.875,3.125,3.575,1.875,-41.748521158954794,0.3418067353097622,0.3401198241508745,0.3789379296704404,-0.23444667200855673,4.884208605924476
32,11.409885034050516,0.0,0.0,0.0,0.0,1.6666666666666672,1.1666666666666672,0.0,5.000000000000001,3.625000000000001,0.025,0.025,0.025,0.025,3.575,1.875,0.025,3.575,1.875,-36.962979833926205,,0.3411736345263727,0.3657202163568503,-0.23154018665599474,4.883818342638434
33,11.409934140793194,0.23076923076923087,2.538461538461539,2.538461538461539,0.42857142857142866,0.8571428571428573,2.714285714285715,2.7500000000000004,0.5000000000000001,3.333333333333334,3.125,3.625,1.875,3.125,3.125,1.875,3.625,3.125,1.875,-41.974232385834576,0.33766939228206283,0.3368153648392677,0.37909789591414816,-0.23534550842732208,4.8752111511058285
34,13.350767593027166,1.0000000000000002,3.0000000000000004,3.0000000000000004,1.0000000000000002,3.0000000000000004,4.0,0.10000000000000002,0.10000000000000002,4.366666666666667,8.875,3.375,2.1750000000000003,8.875,3.375,2.225,3.375,3.375,2.225,-36.7671300602914,0.30070717020074234,0.343846821413346,0.3579343785422707,-0.23713719474754594,4.777849570092929
35,13.705380835025931,0.0,1.0000000000000002,3.0000000000000004,0.0,0.0,0.0,0.06666666666666667,0.0,3.4666666666666672,0.025,3.325,2.075,0.025,0.025,0.025,3.325,0.025,0.025,-38.63143369843126,0.34653414954553785,,0.3582762494078008,-0.2383615787776059,4.801366543939085
36,9.544735493812352,0.11111111111111113,0.33333333333333337,3.3333333333333335,1.0,1.0,1.0000000000000002,1.5000000000000004,0.5,4.5,3.325,2.9250000000000003,2.025,3.325,3.625,1.925,2.9250000000000003,3.625,1.925,-36.11699560638471,0.33939070053154513,0.3265626823933566,0.38717347846719646,-0.23085699689509187,4.907651569055678
37,11.322220301278758,0.0,0.0,0.0,0.0,2.071428571428571,1.9999999999999998,0.0,2.9000000000000004,3.0,0.025,0.025,0.025,0.025,3.825,2.025,0.025,3.825,2.025,-35.979870422229524,,0.3385583118740039,0.3635853828680027,-0.23265750541433552,4.874830699843729
38,11.089510747291124,0.9375000000000001,1.0625000000000002,3.5625000000000013,3.7500000000000004,1.7500000000000002,3.000000000000001,1.4166666666666667,0.5833333333333334,3.666666666666667,3.4250000000000003,3.325,1.925,3.4250000000000003,3.4250000000000003,1.875,3.325,3.4250000000000003,1.875,-40.395199150729695,0.3377690175258927,0.33800389041661133,0.3752664762280458,-0.23457328243369324,4.856165441587467
39,9.672727168163721,1.941176470588236,0.0,4.470588235294119,2.2000000000000006,0.0,4.133333333333335,0.0,0.0,0.0,3.0250000000000004,0.025,1.975,3.0250000000000004,0.025,1.975,0.025,0.025,1.975,-38.75228030667185,0.35116858282549296,0.33878149354864057,,-0.2302414231513125,4.871849867576873
40,9.29955215455529,0.42857142857142866,0.0,3.714285714285715,0.6,0.0,1.4,0.0,0.0,0.0,2.825,0.025,2.025,2.825,0.025,1.925,0.025,0.025,1.925,-35.57070438999009,0.3459051037812065,0.3405491270744268,,-0.2291156312133653,4.926104881318874
41,9.968067838004384,0.5416666666666667,0.5833333333333334,3.6666666666666665,3.2500000000000013,1.0000000000000002,4.000000000000001,3.5000000000000004,1.0000000000000002,2.750000000000001,3.225,3.325,1.875,3.225,4.2250000000000005,2.025,3.325,4.2250000000000005,2.025,-41.20398287408222,0.3457768257258991,0.34222898425630655,0.3782917332709671,-0.23293180599022265,4.880478523780805
42,9.29955215455529,1.5714285714285718,0.0,3.0000000000000004,2.2,0.0,3.8000000000000003,0.0,0.0,0.0,3.625,0.025,2.025,3.625,0.025,2.025,0.025,0.025,2.025,-35.66309300223494,0.3399081915988198,0.34910617689295403,,-0.22916045698091717,4.926712352510458
43,12.063592533040696,0.0,2.1999999999999997,4.6,0.0,0.0,0.0,1.0,0.0,4.1818181818181825,0.025,3.2750000000000004,2.125,0.025,0.025,0.025,3.2750000000000004,0.025,0.025,-37.68261140131852,0.32472550961634267,,0.36637614042810207,-0.23557354553295165,4.798800881884709
44,11.955902210919875,2.0000000000000004,1.0000000000000002,3.0000000000000013,0.20000000000000004,1.3000000000000003,3.0000000000000013,0.20000000000000004,2.6000000000000005,4.200000000000002,3.075,3.0250000000000004,2.125,3.075,3.575,2.125,3.0250000000000004,3.575,2.125,-35.47479490576864,0.3325588561366704,0.3335700030961333,0.377652373026797,-0.23152169800966607,4.8916261540425525
45,9.825786687013288,0.1428571428571429,0.0,2.8571428571428577,1.0000000000000002,0.0,2.0,0.0,0.0,0.0,3.225,0.025,1.875,3.225,0.025,1.7750000000000001,0.025,0.025,1.7750000000000001,-38.6631499348498,0.3469703208514407,0.34189527175816903,,-0.23089062647652117,4.911672208870835
46,11.32277620166223,0.6000000000000001,2.0000000000000004,2.6000000000000005,1.8000000000000003,1.2000000000000006,3.0000000000000004,2.500000000000001,0.5000000000000002,3.166666666666668,3.325,3.625,1.875,3.325,3.125,1.875,3.625,3.125,1.875,-42.07296780887278,0.3378283557060291,0.3392019056692214,0.3780919836967324,-0.23542788892286107,4.872719009449421
47,11.233663453147821,0.0,1.6000000000000003,3.4000000000000004,0.0,0.0,0.0,1.1428571428571428,0.0,3.285714285714286,0.025,3.5250000000000004,2.1750000000000003,0.025,0.025,0.025,3.5250000000000004,0.025,0.025,-34.71365287149558,0.33246949451616997,,0.3633922650467586,-0.233671851550453,4.864097274022811
48,9.508953436165537,0.37037037037037046,0.0,1.0370370370370372,2.0,0.0,2.4000000000000004,0.0,0.0,0.0,3.075,0.025,1.7750000000000001,3.075,0.025,2.025,0.025,0.025,2.025,-39.03558344143402,0.348868083425558,0.3309814149523908,,-0.2307155276510838,4.903811898846498
49,12.137485265315755,0.0,0.0,0.0,0.0,2.428571428571429,4.000000000000001,0.0,1.8888888888888893,4.555555555555557,0.025,0.025,0.025,0.025,3.2750000000000004,2.125,0.025,3.2750000000000004,2.125,-37.156733568152674,,0.3280989210667986,0.3690589449441949,-0.23409262299855604,4.820131419403723
50,11.079668961132702,1.8461538461538467,0.6153846153846155,2.692307692307693,2.181818181818182,1.5454545454545459,2.909090909090909,1.0000000000000002,2.1250000000000004,3.1250000000000004,3.575,3.125,1.875,3.575,3.575,1.875,3.125,3.575,1.875,-41.806956000105615,0.342213027967512,0.3414601640113679,0.37972778792255313,-0.23422194731423188,4.888450446981914
51,11.409758990650229,0.0,0.0,0.0,0.0,1.5,3.0,0.0,4.500000000000001,2.750000000000001,0.025,0.025,0.025,0.025,3.475,2.125,0.025,3.475,2.125,-39.67413175265186,,0.3365167530583873,0.38776794829017575,-0.23288636791088957,4.877563673589272
52,11.620660437508887,0.0,2.461538461538462,4.692307692307693,0.0,0.0,0.0,1.6842105263157898,0.0,4.052631578947369,0.025,3.225,2.075,0.025,0.025,0.025,3.225,0.025,0.025,-37.63513286937588,0.3386348710338512,,0.36146540091349955,-0.2347936654332616,4.806110379666673
53,9.831418386100273,0.8095238095238095,0.2857142857142857,3.333333333333333,1.7000000000000002,0.2,3.3,6.000000000000001,2.0000000000000004,3.0000000000000004,3.075,3.475,2.075,3.075,3.475,2.075,3.475,3.475,2.075,-38.64670107532125,0.3442443073091939,0.34612528010589083,0.38344084038430065,-0.2307046686445061,4.902438886359079
54,10.034950972930252,1.2000000000000002,0.0,2.3000000000000003,2.0000000000000004,0.0,3.5,0.0,0.0,0.0,3.375,0.025,2.025,3.375,0.025,2.025,0.025,0.025,2.025,-33.361619110622726,0.3368445020445475,0.3502326652383507,,-0.22791004216148278,4.928409923314967
55,13.511630344952872,0.0,0.0,0.0,0.0,0.5000000000000001,2.750000000000001,0.0,0.16666666666666666,1.1666666666666667,0.025,0.025,0.025,0.025,2.975,2.375,0.025,2.975,2.375,-31.152033430630205,,0.3219001577453333,0.3587944704467527,-0.23304726151426544,4.855589706322086
56,10.565275821534582,1.5384615384615388,0.46153846153846173,4.461538461538463,1.8181818181818188,0.8181818181818185,4.909090909090911,0.7500000000000002,1.1250000000000002,3.25,3.125,3.125,2.025,3.125,3.125,2.025,3.125,3.125,2.025,-37.73219338807782,0.34769302551194353,0.34308774204771564,0.35477242829620925,-0.23191987334478778,4.8424606742929175
57,9.962113864348973,0.8500000000000002,0.15000000000000002,2.1500000000000004,1.7000000000000004,0.3000000000000001,3.6,1.5000000000000002,1.5000000000000004,2.0,3.125,3.475,1.925,3.125,3.125,2.075,3.475,3.125,2.075,-38.39227342016729,0.34782817064330923,0.34161779678260307,0.35451492002453566,-0.23087023376544336,4.897850786931961
58,13.024109046813052,1.0000000000000002,2.0,2.0000000000000004,0.3333333333333335,4.000000000000001,2.0000000000000004,0.16666666666666669,1.0000000000000002,3.2500000000000004,3.575,3.625,2.125,3.575,3.475,1.975,3.625,3.475,1.975,-36.945514041004216,0.331119969414844,0.3302489309783436,0.3619369032244744,-0.23604623337681496,4.8301140653269465
59,9.936972271734534,1.3636363636363638,0.0,2.9090909090909096,3.000000000000001,0.0,1.6000000000000003,0.0,0.0,0.0,3.4250000000000003,0.025,2.025,3.4250000000000003,0.025,1.8250000000000002,0.025,0.025,1.8250000000000002,-33.55325412076524,0.34300477261842216,0.3399218834792235,,-0.22802757984161479,4.927786492840457
60,13.95290374366894,0.0,0.0,0.0,0.0,3.5000000000000018,0.5000000000000001,0.0,0.5000000000000001,1.285714285714286,0.025,0.025,0.025,0.025,4.075,1.925,0.025,4.075,1.925,-31.205901901852208,,0.29485865998292027,0.35911850567956466,-0.2340573499783226,4.827364769218203
61,11.581150276525985,0.9090909090909092,1.272727272727273,3.0000000000000004,1.25,1.5000000000000002,2.6250000000000004,1.0769230769230773,0.9230769230769231,2.9230769230769234,3.2750000000000004,3.1750000000000003,1.975,3.2750000000000004,3.2750000000000004,1.875,3.1750000000000003,3.2750000000000004,1.875,-41.66310029131296,0.3415541200645212,0.3354144317358114,0.37399999619549745,-0.235466890107035,4.869314747259982
62,10.54930707844252,0.7647058823529417,0.5294117647058827,3.7058823529411784,1.625000000000001,0.5000000000000003,3.125000000000001,1.2857142857142863,0.5714285714285716,0.8571428571428572,3.1750000000000003,3.1750000000000003,2.125,3.1750000000000003,3.1750000000000003,2.125,3.1750000000000003,3.1750000000000003,2.125,-38.23417632936878,0.3416252788154804,0.33809290529672253,0.37556005974095097,-0.23211027917549157,4.880901008841454
63,9.585297393963199,0.5599999999999999,0.0,3.3599999999999994,2.0,0.0,3.0,0.0,0.0,0.0,3.075,0.025,2.025,3.075,0.025,1.925,0.025,0.025,1.925,-38.88353510342446,0.3448703308639429,0.3496951743052258,,-0.23061717691114922,4.9044213425331
64,11.64556101404914,0.9166666666666669,1.25,3.5000000000000004,2.750000000000001,1.2500000000000004,3.750000000000001,0.9375000000000002,0.3125000000000001,2.0000000000000004,3.625,3.325,2.1750000000000003,3.625,3.625,2.1750000000000003,3.325,3.625,2.1750000000000003,-37.58802072717349,0.3384306594644683,0.345369802980766,0.36226431322253577,-0.2341432528553595,4.853253726196086
65,9.844927099290686,1.0000000000000004,0.0,3.0,0.20000000000000004,0.0,3.4,0.0,0.0,0.0,2.825,0.025,2.075,2.825,0.025,2.075,0.025,0.025,2.075,-34.676433149273954,0.33971779636211813,0.34334536194472626,,-0.22849384512063894,4.929850587589933
66,9.624301458365897,2.5000000000000004,0.0,3.75,1.2500000000000002,0.0,3.1250000000000004,0.0,0.0,0.0,3.625,0.025,2.075,3.625,0.025,2.075,0.025,0.025,2.075,-35.14807643586227,0.34599236207705,0.3417919831647095,,-0.22879473964588193,4.929121627770478
67,10.658460317511024,1.4615384615384621,1.1538461538461542,4.000000000000001,1.9000000000000004,1.5000000000000002,4.4,1.6666666666666672,1.6666666666666672,4.666666666666668,3.125,3.125,2.025,3.125,3.125,2.025,3.125,3.125,2.025,-38.23735472397302,0.33832908245611243,0.33696158687248434,0.3761875469235072,-0.23236628881178892,4.845076151125747
68,9.546982219911266,1.2307692307692308,0.0,1.076923076923077,5.333333333333335,0.0,3.500000000000001,0.0,0.0,0.0,3.4250000000000003,0.025,1.7750000000000001,3.4250000000000003,0.025,2.025,0.025,0.025,2.025,-38.96272195662203,0.34775798722834605,0.3383926057033941,,-0.23066798546161157,4.90403153252792
69,10.669281822108104,1.3333333333333335,0.9166666666666669,3.7500000000000013,1.142857142857143,0.5714285714285715,3.0000000000000013,1.8333333333333337,1.3333333333333335,1.166666666666667,3.225,3.5250000000000004,2.125,3.225,3.225,2.125,3.5250000000000004,3.225,2.125,-37.99435699300947,0.34661760846747375,0.33522579417630066,0.37768816418502177,-0.23163961260808394,4.8856790855147745
70,10.266453428349388,4.25,0.0,2.7500000000000004,1.416666666666667,0.0,3.0000000000000004,0.0,0.0,0.0,3.375,0.025,1.875,3.375,0.025,2.025,0.025,0.025,2.025,-40.19239220109282,0.3559762710692329,0.3436203222871604,,-0.23113953965511894,4.9004021688807535
71,9.83930292997995,2.692307692307693,0.0,4.538461538461539,1.842105263157895,0.0,4.157894736842105,0.0,0.0,0.0,3.075,0.025,1.975,3.075,0.025,1.975,0.025,0.025,1.975,-38.450795962211195,0.35084440397053346,0.341113228686295,,-0.23004434576367785,4.873464005810016
72,10.438020806556613,1.5000000000000002,0.0,4.5,0.2142857142857143,0.0,3.0000000000000004,0.0,0.0,0.0,3.0250000000000004,0.025,1.875,3.0250000000000004,0.025,1.925,0.025,0.025,1.925,-37.86092154772404,0.3581835115838865,0.34321429829020966,,-0.23005696663461273,4.911765839350599
73,10.434635556581728,0.0,0.0,0.0,0.0,1.0,3.6666666666666674,0.0,7.000000000000002,2.333333333333334,0.025,0.025,0.025,0.025,3.725,2.125,0.025,3.725,2.125,-36.59502288917658,,0.3405518080059031,0.3806118835764775,-0.23037287830148342,4.911770940591826
74,11.634018682454672,0.23076923076923084,2.3846153846153855,2.692307692307693,1.0000000000000004,3.000000000000001,4.333333333333335,1.9375000000000002,0.5625,2.8749999999999996,3.125,3.5250000000000004,1.975,3.125,3.5250000000000004,2.125,3.5250000000000004,3.5250000000000004,2.125,-40.114917552741,0.3313593202323219,0.34002738680452455,0.3734078216080548,-0.23546413477422168,4.843872347540779
75,9.725384083239382,0.6538461538461541,0.1538461538461539,3.307692307692309,4.25,0.5000000000000001,2.25,2.0000000000000004,1.0000000000000002,3.5000000000000004,3.4250000000000003,3.075,2.075,3.4250000000000003,3.075,1.925,3.075,3.075,1.925,-38.95296967346365,0.34300647373822407,0.35170150252673443,0.38638639649392814,-0.23120306500601306,4.897007126364531
76,11.550814511706418,0.7999999999999999,1.6000000000000005,3.1999999999999997,0.6666666666666669,1.166666666666667,3.0000000000000004,1.6000000000000005,1.4000000000000004,2.6,2.975,3.475,2.075,2.975,3.5250000000000004,2.075,3.475,3.5250000000000004,2.075,-34.181231600753186,0.33769742927901697,0.33620334527980916,0.3677694080345929,-0.23102309409362096,4.902550475382035
77,10.910908592088596,0.0,1.9000000000000004,2.6000000000000005,0.0,0.0,0.0,3.1666666666666674,0.0,2.5000000000000004,0.025,3.4250000000000003,2.075,0.025,0.025,0.025,3.4250000000000003,0.025,0.025,-38.70266342663215,0.33624818160585895,,0.37516347722321125,-0.23389427830824405,4.866927319505936
78,10.541922621682872,2.1333333333333337,0.20000000000000007,3.800000000000001,2.9090909090909096,1.090909090909091,3.636363636363637,0.5000000000000002,2.000000000000001,2.833333333333335,3.375,3.125,1.875,3.375,3.375,2.025,3.125,3.375,2.025,-40.30893116104427,0.3468245005183562,0.3422745784322517,0.3689232278012353,-0.23293598411119829,4.875576700883866
79,12.399668376028812,0.5000000000000001,3.250000000000001,2.625000000000001,1.3333333333333335,1.0000000000000002,2.0000000000000004,1.2380952380952386,0.1428571428571429,3.190476190476191,3.575,3.575,2.025,3.575,3.4250000000000003,2.025,3.575,3.4250000000000003,2.025,-39.49609293864212,0.33370023394642745,0.3254618422165139,0.3668111271600455,-0.23643793892878973,4.833050886178469
80,9.672727168163721,1.941176470588236,0.0,4.0,2.2000000000000006,0.0,4.666666666666668,0.0,0.0,0.0,3.0250000000000004,0.025,1.975,3.0250000000000004,0.025,1.975,0.025,0.025,1.975,-38.72490929008424,0.34275797714429423,0.3482769557590435,,-0.23022999891330534,4.8718268869390124
81,9.515229572362808,2.8000000000000007,0.0,3.0000000000000004,2.0000000000000004,0.0,3.571428571428572,0.0,0.0,0.0,3.625,0.025,2.025,3.625,0.025,2.025,0.025,0.025,2.025,-35.30514660295015,0.33856606426446423,0.34679591291058787,,-0.22891120620535738,4.928201957098788
